epoch,training_loss,train_accuracy,test_loss,test_accuracy,real_test_loss,real_test_accuracy,real_complete_loss,real_complete_accuracy
0,0.1813702184277032,0.8600543478260869,0.05309219451455532,0.9556962025316456,0.05604442229284154,0.9516129032258065,0.05293398001926148,0.9550561797752809
1,0.045189978628291494,0.9633152173913043,0.03078687344550647,0.9746835443037974,0.05006407296159229,0.9274193548387096,0.0443967311115598,0.949438202247191
2,0.03402383807832991,0.970108695652174,0.03192127697507117,0.9778481012658228,0.0462843755059669,0.9596774193548387,0.04544402924548124,0.9606741573033708
3,0.02728528627992101,0.9823369565217391,0.031652472463779134,0.9810126582278481,0.03988174502131686,0.9516129032258065,0.03610311637372903,0.9606741573033708
4,0.022849606411870373,0.9850543478260869,0.024474313921179797,0.9873417721518988,0.03880811850816709,0.9596774193548387,0.03221854272027322,0.9719101123595506
5,0.018017852945175522,0.9904891304347826,0.03103546324627696,0.9841772151898734,0.04418438555219308,0.9516129032258065,0.035540432899559556,0.9662921348314607
6,0.016672421554363773,0.9904891304347826,0.04888957695549857,0.9588607594936709,0.07414473445271963,0.9112903225806451,0.06648643245982507,0.9213483146067416
7,0.013538163162249732,0.9959239130434783,0.025773044656880646,0.9715189873417721,0.04227825512005497,0.9596774193548387,0.034892010594079835,0.9662921348314607
8,0.009490330803740591,0.9945652173913043,0.021258760530574645,0.9841772151898734,0.051915136556464216,0.9354838709677419,0.0385203895450431,0.9550561797752809
9,0.007603316341284112,0.9972826086956522,0.028049746511744415,0.9683544303797469,0.041947574821308314,0.9596774193548387,0.03569896142632868,0.9662921348314607
10,0.0071958180790808205,0.9972826086956522,0.030978156842737213,0.9778481012658228,0.0774352170464549,0.9193548387096774,0.0601047661025149,0.9382022471910112
11,0.006709343601077377,0.998641304347826,0.021127027567068073,0.9810126582278481,0.05882444193937244,0.9354838709677419,0.04270558796257789,0.9550561797752809
12,0.005232174684364056,0.9959239130434783,0.02152722812842702,0.9841772151898734,0.052973701136726316,0.9596774193548387,0.041086512078569344,0.9662921348314607
13,0.0039228448082551295,1.0,0.024945588522191888,0.9715189873417721,0.04647761753829165,0.9516129032258065,0.036917807188482844,0.9606741573033708
14,0.0038830490018500786,1.0,0.02969062825754659,0.9683544303797469,0.04616751940128808,0.9516129032258065,0.036210010734751275,0.9606741573033708
15,0.0061893916484224275,0.9959239130434783,0.02504657777755503,0.9715189873417721,0.06616696573755396,0.9354838709677419,0.04910023990448557,0.949438202247191
16,0.005248304625332569,0.9972826086956522,0.024872299902927473,0.9746835443037974,0.059252390808105994,0.9274193548387096,0.04387061728006853,0.949438202247191
17,0.0026064129485935733,1.0,0.023481006306561723,0.9715189873417721,0.06547748073687525,0.9354838709677419,0.04776107031972543,0.949438202247191
18,0.0022813185540013965,1.0,0.022029908175246388,0.9683544303797469,0.06114512038792811,0.9354838709677419,0.04553228544566615,0.949438202247191
19,0.0018833378689768851,1.0,0.024033302134778858,0.9683544303797469,0.05899255759720516,0.9354838709677419,0.04335747499950291,0.949438202247191
20,0.0012139640801975343,1.0,0.02540072169456754,0.9683544303797469,0.06039607666920229,0.9274193548387096,0.0445433161041334,0.9438202247191011
21,0.001463853076074034,1.0,0.023237143665780186,0.9683544303797469,0.05514603270665013,0.9274193548387096,0.04114431639897979,0.9438202247191011
22,0.0026740388309420536,1.0,0.027295679090215144,0.9715189873417721,0.050195072755829434,0.9435483870967742,0.043905771489930426,0.949438202247191
23,0.0052542269832119605,1.0,0.014934243871259321,0.990506329113924,0.05611768140008808,0.9354838709677419,0.04228513528865283,0.9550561797752809
24,0.007000719497209658,0.9945652173913043,0.022289131327817836,0.9715189873417721,0.04728485654237785,0.9435483870967742,0.0414370680167577,0.949438202247191
25,0.007503695016664789,0.998641304347826,0.02174756147812182,0.9746835443037974,0.05265245010009641,0.9435483870967742,0.03752161959004408,0.9606741573033708
26,0.0023188545668794184,0.998641304347826,0.02679040476110873,0.9715189873417721,0.05121317061577663,0.9354838709677419,0.04209155380855274,0.949438202247191
27,0.0016864689814481005,1.0,0.021893750738421418,0.9651898734177216,0.05206014149835101,0.9435483870967742,0.03803578123077117,0.9550561797752809
28,0.0007993290490274495,1.0,0.019435497780979336,0.9746835443037974,0.053063576067606553,0.9274193548387096,0.03812407169968966,0.949438202247191
29,0.0005469519846547523,1.0,0.022079679507539907,0.9683544303797469,0.056339713511724475,0.9354838709677419,0.04072679974065017,0.9550561797752809
30,0.0006053918646949302,1.0,0.0210302593473154,0.9683544303797469,0.05361638333413009,0.9354838709677419,0.03851930494517056,0.9550561797752809
31,0.0007341045943177797,1.0,0.02067185423300808,0.9746835443037974,0.05650554035385782,0.9354838709677419,0.0409290021471156,0.9550561797752809
32,0.0009567150174653859,1.0,0.021050464876456995,0.9683544303797469,0.05506603067575974,0.9354838709677419,0.03897666808811,0.9550561797752809
33,0.0012269983362384776,1.0,0.022262005548011703,0.9715189873417721,0.05163174135425159,0.9516129032258065,0.03690266337563893,0.9662921348314607
34,0.001344004884233416,1.0,0.021299606116826457,0.9683544303797469,0.05592253116075089,0.9274193548387096,0.04028071781390396,0.949438202247191
35,0.0012531575451629798,1.0,0.023645946276771194,0.9683544303797469,0.05034650587586223,0.9435483870967742,0.03680398219729709,0.9550561797752809
36,0.0005090076005383012,1.0,0.024681624262783336,0.9651898734177216,0.05285284544623857,0.9193548387096774,0.039641096610964315,0.9382022471910112
37,0.0007366731595711406,1.0,0.02318368494243234,0.9683544303797469,0.05507802458666975,0.9274193548387096,0.04001541479333214,0.949438202247191
38,0.000641929579141515,1.0,0.02484871448705868,0.9683544303797469,0.05537372361543696,0.9354838709677419,0.04052334832269398,0.9550561797752809
39,0.0005853804431497464,1.0,0.025121682573027805,0.9715189873417721,0.06047106685236354,0.9274193548387096,0.044665034203645836,0.9438202247191011
40,0.0017239221036893914,1.0,0.013619828591650224,0.9873417721518988,0.05758717048194094,0.9354838709677419,0.04184093225840217,0.9550561797752809
41,0.004803638074383057,0.9959239130434783,0.01929901659341743,0.9778481012658228,0.06108903235174019,0.9435483870967742,0.049237868944795524,0.9550561797752809
42,0.0037377153423421776,0.9972826086956522,0.02003795555223221,0.9778481012658228,0.056610010557993785,0.9354838709677419,0.04347379424057743,0.949438202247191
43,0.0010101103874833608,1.0,0.020157406276445116,0.9715189873417721,0.052546768678043476,0.9354838709677419,0.04074748380307784,0.949438202247191
44,0.000600953194615327,1.0,0.020735146263271997,0.9715189873417721,0.05605134767239819,0.9354838709677419,0.04284933019548308,0.949438202247191
45,0.00034561100378604565,1.0,0.019482436448122222,0.9715189873417721,0.05608051438643117,0.9354838709677419,0.0429721492537385,0.949438202247191
46,0.00039188365424960966,1.0,0.020215803172778244,0.9715189873417721,0.05596376995639906,0.9354838709677419,0.04280070788770649,0.949438202247191
47,0.00032173644633683705,1.0,0.020344420720916277,0.9683544303797469,0.053621487092487444,0.9354838709677419,0.041240862391619434,0.949438202247191
48,0.0003920741287543388,1.0,0.020346588377803725,0.9715189873417721,0.05708461132000901,0.9274193548387096,0.0439140902077724,0.9438202247191011
49,0.00047805777183887574,1.0,0.01996457955514771,0.9683544303797469,0.05426544279125454,0.9354838709677419,0.04200837287790944,0.949438202247191
