Epoch,Generator Loss,Discriminator Loss
0,0.7984667420387268,0.05817456543445587
1,0.8136294484138489,-0.007979714311659336
2,0.8048253059387207,-0.039981625974178314
3,0.7584720253944397,-0.09432190656661987
4,0.7606227397918701,-0.1121506616473198
5,0.7421781420707703,-0.13948160409927368
6,0.7319302558898926,-0.20409779250621796
7,0.7094426155090332,-0.23165443539619446
8,0.6521288156509399,-0.3162415325641632
9,0.6891933679580688,-0.3533884882926941
10,0.6207016706466675,-0.3641785979270935
11,0.5321711897850037,-0.3142969608306885
12,0.5206058025360107,-0.41081708669662476
13,0.35748788714408875,-0.44271761178970337
14,0.2572185695171356,-0.38075390458106995
15,0.12185853719711304,-0.44659948348999023
16,-0.056669414043426514,-0.46372681856155396
17,-0.1851257085800171,-0.37683939933776855
18,-0.24517041444778442,-0.35379230976104736
19,-0.3585565686225891,-0.2914644479751587
20,-0.4625962972640991,-0.12566053867340088
21,-0.5732333660125732,-0.38921594619750977
22,-0.7379453182220459,-0.243139386177063
23,-0.792870283126831,-0.3401196002960205
24,-0.7762162685394287,-0.18995225429534912
25,-0.6439353227615356,-0.12637686729431152
26,-0.952763020992279,-0.10783600807189941
27,-0.9547107219696045,-0.05380094051361084
28,-0.8632313013076782,-0.003834247589111328
29,-0.9886502027511597,-0.08310079574584961
30,-1.1158671379089355,-0.1161421537399292
31,-1.0154061317443848,0.2981832027435303
32,-1.0127830505371094,0.10644018650054932
33,-1.2759020328521729,0.38040316104888916
34,-1.343752384185791,0.5142005681991577
35,-1.2937994003295898,0.44399118423461914
36,-1.1511847972869873,0.4294416904449463
37,-1.2225123643875122,0.40961313247680664
38,-1.1990193128585815,0.4594382047653198
39,-1.1371115446090698,0.36612629890441895
40,-1.1907846927642822,0.17893671989440918
41,-1.092430830001831,0.14779937267303467
42,-1.030992031097412,-0.024567723274230957
43,-0.8950385451316833,0.0704728364944458
44,-0.9061226844787598,0.10410010814666748
45,-0.6026695370674133,-0.28374719619750977
46,-0.668786346912384,-0.0908045768737793
47,-0.601620078086853,-0.2563502788543701
48,-0.5986344814300537,-0.13247716426849365
49,-0.6008248329162598,-0.16921937465667725
50,-0.5424849390983582,-0.026280522346496582
51,-0.6337941884994507,-0.056825876235961914
52,-0.6171879768371582,0.09068918228149414
53,-0.6865698099136353,0.10441088676452637
54,-0.7448111772537231,0.13814783096313477
55,-0.7855116128921509,0.1692066192626953
56,-0.7029783725738525,0.28212666511535645
57,-0.8372108340263367,0.20555853843688965
58,-0.7985564470291138,0.35163789987564087
59,-0.6320887804031372,0.2413029670715332
60,-0.7547850608825684,0.10485315322875977
61,-0.7830283641815186,0.260384202003479
62,-0.602067232131958,0.15719592571258545
63,-0.6258417367935181,0.05144476890563965
64,-0.6317421197891235,0.2440972924232483
65,-0.5848472714424133,0.053702473640441895
66,-0.4248674511909485,0.0025228261947631836
67,-0.5916962623596191,-0.07290053367614746
68,-0.4762307405471802,-0.11484456062316895
69,-0.4408365488052368,-0.15249145030975342
70,-0.47971412539482117,-0.06992721557617188
71,-0.38117897510528564,0.06868898868560791
72,-0.570246696472168,-0.13016623258590698
73,-0.5013014078140259,-0.10921108722686768
74,-0.6622174978256226,0.032482266426086426
75,-0.5799437761306763,-0.036344170570373535
76,-0.7621532678604126,0.09169697761535645
77,-0.7260920405387878,0.31836998462677
78,-0.7165213823318481,0.24797344207763672
79,-0.8769310712814331,0.06069445610046387
80,-0.9972010850906372,0.15983045101165771
81,-1.0715159177780151,0.23618018627166748
82,-1.0123564004898071,0.3029264211654663
83,-1.1025313138961792,0.44882965087890625
84,-1.1200774908065796,0.30607712268829346
85,-0.9669588208198547,0.4437328577041626
86,-1.1850508451461792,0.4423396587371826
87,-1.1037827730178833,0.2845306396484375
88,-1.2254796028137207,0.14468073844909668
89,-1.0489920377731323,0.06441688537597656
90,-1.062133550643921,0.09014785289764404
91,-1.0930575132369995,-0.13723814487457275
92,-1.0693044662475586,0.09839844703674316
93,-1.1295955181121826,-0.19981861114501953
94,-1.0765621662139893,-0.07327616214752197
95,-0.924606442451477,-0.161460280418396
96,-1.0045266151428223,-0.3611443042755127
97,-1.0109710693359375,-0.12890660762786865
98,-0.9828455448150635,-0.3307037353515625
99,-1.006466031074524,-0.03540444374084473
100,-0.9020845890045166,-0.16758882999420166
101,-0.9707489609718323,-0.017278432846069336
102,-0.9843588471412659,-0.039641380310058594
103,-1.0624089241027832,-0.1667006015777588
104,-1.132129430770874,-0.029297947883605957
105,-0.9575939178466797,0.08541262149810791
106,-0.9544200897216797,0.21362042427062988
107,-1.0548089742660522,0.06488728523254395
108,-1.0450353622436523,0.20647108554840088
109,-1.1903927326202393,0.09830844402313232
110,-1.1010322570800781,0.31590795516967773
111,-1.2562638521194458,0.11853289604187012
112,-1.2795838117599487,0.24626028537750244
113,-1.2301459312438965,0.05945110321044922
114,-1.3530465364456177,0.18676042556762695
115,-1.249761939048767,-0.057306885719299316
116,-1.2034645080566406,0.11859357357025146
117,-1.1286683082580566,0.03847670555114746
118,-1.0912871360778809,0.0631875991821289
119,-0.9526606798171997,-0.009345650672912598
120,-0.912802517414093,-0.17686951160430908
121,-0.9775400161743164,0.02272629737854004
122,-0.7685611248016357,-0.08877694606781006
123,-0.961645781993866,-0.16423213481903076
124,-0.9322390556335449,-0.32042455673217773
125,-1.014526128768921,-0.16532421112060547
126,-1.0786545276641846,-0.023835182189941406
127,-0.923953652381897,0.0343174934387207
128,-0.9856985211372375,0.1936359405517578
129,-0.9779185056686401,0.26750385761260986
130,-1.1040726900100708,0.23751556873321533
131,-1.1404153108596802,0.16458725929260254
132,-1.2209566831588745,0.2383878231048584
133,-1.2474353313446045,0.13971781730651855
134,-1.2791985273361206,0.20306241512298584
135,-1.3290081024169922,0.28187990188598633
136,-1.1529675722122192,0.24017059803009033
