alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
12.076212210176461,1.3239660110075047,2.219967955040858,17.232293228554322,85.97033846274569,2.7082413976607085,2.2658448378846283,0.5467400385773746,2.050261967710944,2.6914803980333253,0.7493623914466399,2.8535649028997025,290.0,1
13.464736370430316,2.1686137930832454,2.611270331071237,14.6,120.10525150237345,2.4534714509656133,1.4830002597604481,0.3557900171006865,1.041959003884143,4.113852595778067,1.2650605342447654,2.8399689932245233,1246.968378946562,0
13.9112598506351,4.464136001718149,2.364506786923154,23.086051550448207,91.85831468213196,1.5359943488427497,0.34,0.4355279164375291,1.460355470848567,4.362186577998377,0.6414425334408299,1.3,520.7964577883434,2
14.263748282473296,1.7422946756824924,2.2990496458766816,16.730846280294482,125.36869923724109,2.647825028403676,1.2665567949306848,0.37740159580429206,2.5016181173274354,3.4729601583072425,0.9523026614930923,2.625396161209547,808.1949532867231,0
12.361404260575977,1.3330812856067262,2.3638345538239425,23.742061595193974,95.90424744350646,3.063868329343582,1.6018188999114074,0.5323010510460665,1.5455267690873937,5.745771226168119,0.620264241700577,2.639974275833272,368.2049936483692,1
14.069158404692102,3.360654021233369,1.9790567993765458,23.037702454899247,121.85753000509526,3.0019627209620623,2.385533810028442,0.2813903399991159,1.5319190009862875,6.817839890426214,0.56,2.348576059621595,1068.8361122124484,0
12.731176699574435,4.308079802214185,2.284722739559113,24.262015515109972,125.79268301257099,1.3980129072533616,2.0704409111048734,0.5080228143847193,1.4758836340259847,2.5719633421287194,0.636724034003745,1.3024895953193214,440.17742135594284,1
12.024880239338927,1.3886439453233494,2.5097859488805687,21.13248363588823,102.34260342162973,2.4973158618201268,1.592336236343407,0.3402013764632962,2.5284212250335822,2.929138612025638,1.3080122909496121,3.4577731107134744,438.21248336301994,1
12.390399453886603,0.7993348256633139,2.227877597894893,22.589549449506745,101.94239534728302,2.3395397483628297,0.8352728933395819,0.36795851181996,1.6353989067358443,3.622627658097953,0.56,1.5749669820324546,308.0875044222643,1
12.701692225709804,4.48943909424883,2.0744713750024095,20.133542482616363,104.38532429863739,1.6450088784312493,0.34,0.5809274998166227,0.8787278119825221,9.965953847717437,0.7039238441156404,1.80078605844616,606.8677477355492,2
11.662827557357222,1.6577604039462916,2.5733597370929027,16.259216228403716,93.02531876772882,2.287705692344932,0.34,0.3624979470875142,2.1392984541102433,5.4740289794254515,0.9081104332050987,3.274246569312214,474.3128283520063,1
12.2953605722357,1.8102834884887145,2.350404631655043,20.966595163180422,99.85296810541664,2.6850352226291676,0.34,0.4597888856466864,2.505912720815556,4.347056962472506,0.8981928150555017,2.879244300470885,290.0,1
13.725290306709644,1.6687516304398193,2.050466622131214,16.332784152650586,120.94916575521836,2.825922382498876,2.0869974569446654,0.2857708253765816,2.9787853852436346,13.0,1.2371216650326824,2.669745460838062,984.8207966845845,0
12.277918794789763,1.4522972623119648,1.9031517867675987,22.598133004780866,98.69805870712914,3.2867019030498867,0.8436707758815412,0.3574952908613839,2.9003762485571967,2.9516288464047844,1.1957135293457797,2.442556470972338,290.0,1
13.193420892185127,4.662620954960695,2.5515690931928696,21.698337422522396,97.5665582125414,0.98,0.34,0.4934689119304012,0.7117831012964061,4.3294308646530135,0.6459047943153506,1.4543798827689634,348.937488687057,2
12.992908035761891,3.7503322867322724,2.409302903158642,23.135350995939554,99.81950051738886,1.8002132886690037,0.34,0.48252854339333284,0.9885285441706928,4.98578008312381,0.6592730462272773,1.3,290.0,2
12.968195667686581,3.126285194304294,2.440839843094174,18.786683315833557,104.22664184043113,1.2801973344749766,0.34,0.5309406268407142,1.4062479967200041,1.9536268042736205,0.7170603767317436,1.3,290.0,2
14.39,1.5105276934421963,2.53928010196615,17.09462017041523,127.76951962242987,2.891486118589149,2.206448888739166,0.23996833270519696,1.6907821789283353,5.933394199553425,1.31,2.9155099900398103,830.6576293561196,0
13.09607248587475,3.087826598957577,2.4176892522846014,24.19132947965148,104.97700657840585,1.902955175795694,0.34,0.6066305786182219,1.942518875886675,5.711235688345039,0.56,1.306473242696624,622.5567505753993,2
11.985046080823412,1.3786997451387233,2.3020732563032795,18.413172606622336,98.37401862433701,2.5319785243226347,1.2182138508007654,0.3542599854783296,1.7371109828793934,1.966406272003732,0.7197156510590638,2.3559622276255285,505.4626607544867,1
14.134902619332381,2.501567079689252,2.490458067860805,18.578199201798412,121.91865538706563,2.7848800323355123,2.2646161979819626,0.2797993933253763,2.126058076025134,4.815416229721668,1.155995221315001,2.874380557336672,1374.9183041175456,0
13.98437505839211,1.414809140926971,2.432449154134283,16.468971258652434,107.25858239043238,2.781874813243358,2.0457656025880913,0.2628009255667074,2.015900533794562,5.60318336851255,1.0402517586901117,2.6823820456646006,886.0196494983238,0
14.053696344386156,4.13302708847173,2.0995101397456826,18.445674249445652,118.77086686579969,2.8836394321990833,2.9011206021354656,0.3570745880420601,2.3730160621110756,3.574172602236133,1.1829426375124092,2.5131560148707965,1108.699456273689,0
13.22476720436108,1.7194993849671567,2.4966611934485226,20.884008168496617,119.12261000075534,2.879903504020024,2.0954027206850805,0.37804036310455474,1.6923617637913817,4.100882718561981,1.31,2.5141124030468207,1417.863721473123,0
13.894069422970112,3.332193188676302,2.138919074053732,19.502035884185705,114.56746894299668,2.7036755868882127,2.023598911644977,0.469324691546278,1.99180804649206,5.094734561205384,1.1982652690239528,2.795115034072848,1054.1960115645575,0
12.772915413395504,2.1469899088619187,2.2421201138619855,18.722094412271403,98.11687590673837,2.0981750485420503,1.7272968574743492,0.34161866521014206,0.9823478309544095,2.1118415080651034,0.7979146551896996,1.8347826341416056,580.1414741111228,1
13.68083465071626,3.6618315004110977,2.505747623645026,21.941325652582552,103.65170899793699,1.74739763586752,0.34,0.6293336997784584,0.9722196620579288,1.822198788981626,0.6520680060570243,1.3689649999634084,447.5417849418808,2
12.346911135935741,2.3645173904589183,2.019278211388009,17.542047997402904,92.9161353015792,2.4624053964734105,1.4989498974360402,0.400478674606627,1.40234258388087,2.688673910652978,1.2675453208386414,1.7066811271873747,452.6359534595926,1
13.989347376161108,4.349478044452914,2.2642361693175665,23.496378736217906,94.90112999967481,1.5477060526230177,0.34,0.6173540795131676,1.7876409800606992,3.8971741240469,0.6698912703403597,1.6782988630725004,641.0589822470396,2
13.98268238790821,4.548761331348466,2.4527409679957137,23.086096652374017,100.56409227984605,1.658795697826736,0.6988117457601435,0.5958153835531055,1.9605679991554776,4.871466495397901,0.7688989393472583,1.5253932997575643,290.0,2
12.390108916444875,1.3287529754480458,1.965694670226312,22.459039003420035,98.80028783535175,2.27136636618587,0.34,0.4659129154831765,2.741264042971512,1.28,1.178203608303095,1.4148798635180697,544.089930429737,1
12.182053821589117,2.4928370454668562,2.337480385363279,20.099525335585565,88.33966135720503,2.6891849629016527,1.168264282131727,0.3344415685716415,1.5751283317570264,1.28,0.6578315533998615,2.5810276847550284,358.39825936643166,1
14.323681614596412,4.063297752284996,2.656748143185856,17.92988186612675,118.26927695404143,3.042830191902522,2.521603797414103,0.29182935956681966,2.2130150694800452,6.447780343342024,1.2351486819427504,2.942024924042828,656.1232123074709,0
13.69622014110031,4.62793066555394,2.2259744371805925,22.71818993934351,91.73802707375643,1.8470657007107392,0.34,0.5271955022657568,0.9378255012183134,8.805213430726111,0.8277812769771997,1.4024210598791866,769.907872282967,2
13.885983519479815,2.902515469485043,2.538397562118839,22.8900608784523,98.4596298786886,1.3970982853172154,0.7934145726824624,0.63,1.5055231530002346,8.098102863280738,0.6859285437003406,1.399013985852349,593.4927926618229,2
12.653289329055616,1.5011407671059644,2.0991052349285306,21.589111115773605,92.3954538761066,2.3189318230564884,0.34,0.3093702014125306,1.989114187814177,3.145838812438429,1.1054667709631243,1.857048786517383,308.09389099161314,1
14.108359460708902,3.8058351491909512,1.9727995356270216,19.919346785392793,109.2522668200942,2.3722415166179136,0.7628105340655569,0.4812451126338103,1.8319889220487104,7.398688718575604,1.0654250997174393,2.9592046357582635,1124.2617543395743,0
14.20979650933114,1.0226452082647066,2.3967733002247993,23.12282887698669,104.7328832868032,1.8820727374868358,1.8008240308277443,0.2615414329719221,1.7707103556698383,2.4830207615252156,1.0960095589354233,2.3466772943822725,1080.0496099144993,0
