epoch,training_loss,train_accuracy,test_loss,test_accuracy,real_test_loss,real_test_accuracy,real_complete_loss,real_complete_accuracy
0,0.14390912436665007,0.947069943289225,0.06766596824466148,0.9757709251101322,0.1820759281503602,0.8928571428571429,0.1110940714415573,0.9577464788732394
1,0.05368586813864324,0.9810964083175804,0.0530118096391637,0.9779735682819384,0.1375941118582773,0.9464285714285714,0.12561968688633351,0.9559859154929577
2,0.03474594053597596,0.9896030245746692,0.041697563373781533,0.986784140969163,0.11810177151851674,0.9464285714285714,0.06837127836474104,0.977112676056338
3,0.028462126292464213,0.9924385633270322,0.05493709235295937,0.9757709251101322,0.14512022273873842,0.9285714285714286,0.07270959931666658,0.9735915492957746
4,0.020383915444492993,0.9924385633270322,0.056722498954186996,0.9823788546255506,0.22877606493762218,0.9285714285714286,0.07169983596727643,0.9788732394366197
5,0.020973513881778136,0.994328922495274,0.07017348421460473,0.9823788546255506,0.2199736250576283,0.9285714285714286,0.0702570031545453,0.9788732394366197
6,0.021932002624943853,0.9896030245746692,0.06519599771654155,0.9779735682819384,0.20845015704610756,0.9285714285714286,0.06388799727803846,0.977112676056338
7,0.026756570182651658,0.9905482041587902,0.06252881287461616,0.9779735682819384,0.2707934130946587,0.9107142857142857,0.07978624453119398,0.971830985915493
8,0.0200028553489892,0.994328922495274,0.058121275263304475,0.9801762114537445,0.16349150293512846,0.9642857142857143,0.06218661554629343,0.9823943661971831
9,0.014092888742046917,0.995274102079395,0.07279083352295651,0.9801762114537445,0.29670963508983716,0.9464285714285714,0.07491937107733938,0.9788732394366197
10,0.045233604853227846,0.9914933837429112,0.043934044318995884,0.9823788546255506,0.2224813172476683,0.9285714285714286,0.06844819276037706,0.977112676056338
11,0.014821933600959143,0.995274102079395,0.0444548296193437,0.9823788546255506,0.26287016568269356,0.9285714285714286,0.061182139773935,0.9788732394366197
12,0.009155831159825207,0.996219281663516,0.048377156722327286,0.9823788546255506,0.25844431883520225,0.9464285714285714,0.058640058549319425,0.9806338028169014
13,0.007628403686914445,0.997164461247637,0.07793657998474891,0.986784140969163,0.31696151936513495,0.9285714285714286,0.07371822226798035,0.9806338028169014
14,0.009911555608971643,0.996219281663516,0.09007100114796301,0.9845814977973568,0.2973670003039028,0.9285714285714286,0.07246070545324305,0.9823943661971831
15,0.0073182981664952984,0.997164461247637,0.09448213727206016,0.973568281938326,0.40993390868228313,0.8928571428571429,0.09254262145236014,0.9700704225352113
16,0.0075365093379827185,0.995274102079395,0.07305976074204494,0.9845814977973568,0.07031698649132716,0.9642857142857143,0.05288465077969612,0.9823943661971831
17,0.026813839327111098,0.994328922495274,0.04959080350102204,0.9845814977973568,0.2734961047402637,0.9107142857142857,0.06558882474647201,0.977112676056338
18,0.0080937651802903,0.997164461247637,0.09041976070878747,0.9757709251101322,0.3283653091345344,0.9464285714285714,0.07355848339831399,0.9806338028169014
19,0.004402968149567893,0.998109640831758,0.11738548252853999,0.973568281938326,0.19720690330960192,0.9464285714285714,0.09745278666175293,0.9753521126760564
20,0.010609215740653977,0.996219281663516,0.08219554595073207,0.9757709251101322,0.32393475520663423,0.9464285714285714,0.07862759718418758,0.9753521126760564
21,0.008525393976947937,0.996219281663516,0.08902531528030326,0.9757709251101322,0.27563817109160865,0.9464285714285714,0.069292471849335,0.9806338028169014
22,0.003862661566206914,0.998109640831758,0.09997551071779726,0.9801762114537445,0.3416152338346044,0.9464285714285714,0.07558120572593906,0.9841549295774648
23,0.005257182898449032,0.998109640831758,0.14106460144852445,0.9801762114537445,0.341742029225411,0.9464285714285714,0.10835168314947762,0.9823943661971831
24,0.024792714268463897,0.994328922495274,0.07606219336292279,0.9779735682819384,0.3372788456640962,0.9464285714285714,0.0758135341398,0.9806338028169014
25,0.0039199087483115964,0.998109640831758,0.0974924128300688,0.9779735682819384,0.36508393944664974,0.9464285714285714,0.0853046199726183,0.9823943661971831
26,0.003086003645497416,0.998109640831758,0.1017922757984002,0.9757709251101322,0.37624434124729234,0.9285714285714286,0.08871670961556746,0.9806338028169014
27,0.010012642022855255,0.996219281663516,0.08070933851589712,0.9845814977973568,0.39249325855991507,0.9464285714285714,0.06879730841684449,0.9841549295774648
28,0.004070921058198897,0.999054820415879,0.11593421092407433,0.9801762114537445,0.40958640046861816,0.9642857142857143,0.07939027981214612,0.9859154929577465
29,0.0013190046173930004,1.0,0.12366984570149155,0.9823788546255506,0.43467401985737014,0.9464285714285714,0.08758772459322546,0.9841549295774648
30,0.0018565241059618142,0.999054820415879,0.1375830666762088,0.9823788546255506,0.48607098575015356,0.9464285714285714,0.09398555205733843,0.9841549295774648
31,0.0016881608458670415,0.998109640831758,0.1369471215892164,0.9845814977973568,0.4653748676982792,0.9464285714285714,0.09315478910217997,0.9859154929577465
32,0.0012865274355159761,0.999054820415879,0.13278184957991343,0.9845814977973568,0.4658607461899341,0.9464285714285714,0.08591422425366507,0.9876760563380281
33,0.0031583242235250194,0.999054820415879,0.13336809375452843,0.9823788546255506,0.43584613904582975,0.9285714285714286,0.08574238248583776,0.9823943661971831
34,0.00174486427203172,0.999054820415879,0.3157744730490952,0.9889867841409692,0.4216072644177093,0.9642857142857143,0.09632970988578546,0.9859154929577465
35,0.009864302766500332,0.998109640831758,0.5567870137019759,0.973568281938326,2.067615540285038,0.9464285714285714,0.27415222392974775,0.977112676056338
36,0.027012557302434344,0.9924385633270322,0.05362238823081993,0.9845814977973568,0.423662819157594,0.9464285714285714,0.06975244135097569,0.9841549295774648
37,0.0027677648695362384,0.999054820415879,0.06875827178779059,0.986784140969163,0.3891958304426432,0.9464285714285714,0.07047864573746232,0.9876760563380281
